cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5536949952990,5536949953144,5536949953273,5536950059072,5536950059176,7594,283,7594,104,7981,2112000000
182,0,5537029107248,5537029107464,5537029107592,5537030616238,5537030616299,101370,344,101370,61,101775,2112000000
32610,1,5600390599905,5600390599934,5600390599960,5600390763929,5600390763950,74489,55,74489,21,74565,2112000000
32634,1,5600390601576,5600390601606,5600390601628,5600390853526,5600390853696,163247,52,163247,170,163469,2112000000
32631,1,5600390604030,5600390604059,5600390604081,5600390865392,5600390865421,173799,51,173799,29,173879,2112000000
32622,1,5600390605075,5600390605126,5600390605148,5600390873805,5600390873834,181394,73,181394,29,181496,2112000000
32639,1,5600390606411,5600390606442,5600390606464,5600390881798,5600390881829,188452,53,188452,31,188536,2112000000
32614,1,5600390665029,5600390665060,5600390665082,5600390889523,5600390889553,181044,53,181044,30,181127,2112000000
32601,1,5600390666449,5600390666494,5600390666514,5600390922303,5600390922331,212904,65,212904,28,212997,2112000000
32624,1,5600390667661,5600390667690,5600390667722,5600390930025,5600390930056,219755,61,219755,31,219847,2112000000
32606,1,5600390669262,5600390669321,5600390669340,5600390938336,5600390938367,227126,78,227126,31,227235,2112000000
32630,1,5600390551489,5600390551521,5600390551540,5600390946379,5600390946407,282131,51,282131,28,282210,2112000000
32590,1,5600390560912,5600390560963,5600390560983,5600390954584,5600390954610,286950,71,286950,26,287047,2112000000
32602,1,5600390670517,5600390670546,5600390670574,5600390962510,5600390962536,250447,57,250447,26,250530,2112000000
32577,1,5600390671705,5600390671737,5600390671762,5600390970406,5600390970436,257444,57,257444,30,257531,2112000000
32635,1,5600390675318,5600390675347,5600390675377,5600390978452,5600390978480,262993,59,262993,28,263080,2112000000
32596,1,5600390677573,5600390677602,5600390677624,5600390986107,5600390986133,268757,51,268757,26,268834,2112000000
32592,1,5600390678965,5600390679003,5600390679024,5600390993925,5600390993952,275694,59,275694,27,275780,2112000000
32575,1,5600390680358,5600390680388,5600390680417,5600391002407,5600391002436,283165,59,283165,29,283253,2112000000
32621,1,5600390681319,5600390681348,5600390681372,5600391012586,5600391012613,292534,53,292534,27,292614,2112000000
32625,1,5600390578198,5600390578247,5600390578266,5600391021452,5600391021482,344971,68,344971,30,345069,2112000000
32576,1,5600390682525,5600390682562,5600390682582,5600391029712,5600391029742,308771,57,308771,30,308858,2112000000
32587,1,5600390684188,5600390684218,5600390684238,5600391037536,5600391037565,315648,50,315648,29,315727,2112000000
32585,1,5600390685634,5600390685664,5600390685689,5600391050166,5600391050198,327377,55,327377,32,327464,2112000000
32611,1,5600390688738,5600390688769,5600390688789,5600391059045,5600391059072,334355,51,334355,27,334433,2112000000
32612,1,5600390689869,5600390689897,5600390689918,5600391067057,5600391067083,341531,49,341531,26,341606,2112000000
32589,1,5600390692032,5600390692063,5600390692097,5600391075977,5600391076003,349392,65,349392,26,349483,2112000000
32594,1,5600390693261,5600390693299,5600390693318,5600391084050,5600391084076,356625,57,356625,26,356708,2112000000
32613,1,5600390696446,5600390696475,5600390696501,5600391092426,5600391092453,362928,55,362928,27,363010,2112000000
32580,1,5600390673862,5600390673890,5600390673923,5600391100481,5600391100511,385867,61,385867,30,385958,2112000000
32632,1,5600390594894,5600390594925,5600390594947,5600391119849,5600391119881,433402,53,433402,32,433487,2112000000
32597,1,5600390672921,5600390672953,5600390672986,5600391128476,5600391128500,414645,65,414645,24,414734,2112000000
32588,1,5600390676339,5600390676369,5600390676392,5600391136332,5600391136375,419824,53,419824,43,419920,2112000000
32628,1,5600390699738,5600390699777,5600390699797,5600391144460,5600391144483,413033,59,413033,23,413115,2112000000
32619,1,5600390702236,5600390702268,5600390702287,5600391152062,5600391152093,419541,51,419541,31,419623,2112000000
32583,1,5600390702993,5600390703024,5600390703046,5600391170239,5600391170269,436672,53,436672,30,436755,2112000000
32623,1,5600390705124,5600390705155,5600390705177,5600391178815,5600391178843,444227,53,444227,28,444308,2112000000
32595,1,5600390706733,5600390706764,5600390706786,5600391186718,5600391186745,451180,53,451180,27,451260,2112000000
32579,1,5600390715833,5600390715863,5600390715888,5600391195248,5600391195272,455783,55,455783,24,455862,2112000000
32626,1,5600390717560,5600390717589,5600390717619,5600391204058,5600391204086,463642,59,463642,28,463729,2112000000
32627,1,5600390719789,5600390719828,5600390719848,5600391211927,5600391211953,470404,59,470404,26,470489,2112000000
32591,1,5600390720822,5600390720852,5600390720875,5600391220368,5600391220393,478037,53,478037,25,478115,2112000000
32586,1,5600390724001,5600390724034,5600390724056,5600391229238,5600391229268,485107,55,485107,30,485192,2112000000
32604,1,5600390727171,5600390727200,5600390727222,5600391237987,5600391238013,492391,51,492391,26,492468,2112000000
32608,1,5600390728915,5600390728953,5600390728976,5600391246031,5600391246059,499423,61,499423,28,499512,2112000000
32582,1,5600390736008,5600390736038,5600390736061,5600391254798,5600391254825,506011,53,506011,27,506091,2112000000
32581,1,5600390739621,5600390739650,5600390739676,5600391263291,5600391263321,512585,55,512585,30,512670,2112000000
32603,1,5600390741098,5600390741129,5600390741157,5600391271801,5600391271826,519874,59,519874,25,519958,2112000000
32593,1,5600390742801,5600390742834,5600390742860,5600391281504,5600391281532,528596,59,528596,28,528683,2112000000
32584,1,5600390744437,5600390744468,5600390744500,5600391289933,5600391289962,536040,63,536040,29,536132,2112000000
32599,1,5600390747794,5600390747823,5600390747849,5600391298576,5600391298605,542763,55,542763,29,542847,2112000000
32633,1,5600390749428,5600390749458,5600390749481,5600391306948,5600391306977,550155,53,550155,29,550237,2112000000
32636,1,5600390686528,5600390686557,5600390686585,5600391316252,5600391316276,592686,57,592686,24,592767,2112000000
32598,1,5600390752915,5600390752944,5600390752966,5600391325013,5600391325039,566294,51,566294,26,566371,2112000000
32637,1,5600390754453,5600390754482,5600390754506,5600391335628,5600391335652,575836,53,575836,24,575913,2112000000
32578,1,5600390756113,5600390756144,5600390756168,5600391346553,5600391346583,585763,55,585763,30,585848,2112000000
32600,1,5600390757788,5600390757818,5600390757843,5600391356053,5600391356080,594288,55,594288,27,594370,2112000000
32617,1,5600390695251,5600390695281,5600390695310,5600391365114,5600391365138,636449,59,636449,24,636532,2112000000
32629,1,5600390759580,5600390759609,5600390759633,5600391374651,5600391374698,611934,53,611934,47,612034,2112000000
32609,1,5600390698583,5600390698612,5600390698638,5600391384042,5600391384083,653447,55,653447,41,653543,2112000000
32605,1,5600390713380,5600390713411,5600390713439,5600391392818,5600391392842,655100,59,655100,24,655183,2112000000
32638,1,5600390714124,5600390714179,5600390714199,5600391402127,5600391402151,663645,75,663645,24,663744,2112000000
32618,1,5600390737666,5600390737696,5600390737727,5600391411524,5600391411550,661766,61,661766,26,661853,2112000000
32616,1,5600390722394,5600390722425,5600390722453,5600391420739,5600391420768,677503,59,677503,29,677591,2112000000
32615,1,5600390751100,5600390751131,5600390751153,5600391429187,5600391429226,671440,53,671440,39,671532,2112000000
32620,1,5600390746109,5600390746142,5600390746162,5600391441281,5600391441301,686415,53,686415,20,686488,2112000000
182,0,5600391469824,5600391470162,5600391470374,5600393356750,5600393356778,1403429,550,1403429,28,1404007,2112000000
182,0,5600393374064,5600393374146,5600393374168,5600394903313,5600394903360,1256875,104,1256875,47,1257026,2112000000
190,0,5536943146008,5536943146226,5536943146302,5600424449341,5600424449352,0,294,63481303039,11,63481303344,2112000000
189,0,5536943146436,5536943146575,5536943147471,5600424478891,5600424478903,0,1035,63481331420,12,63481332467,2112000000
188,0,5536943147526,5536943147679,5536943148777,5600424493193,5600424493346,0,1251,63481344416,153,63481345820,2112000000
187,0,5536943148832,5536943148960,5536943149974,5600424503078,5600424503211,0,1142,63481353104,133,63481354379,2112000000
186,0,5536943150036,5536943150160,5536943151349,5600424513728,5600424513867,0,1313,63481362379,139,63481363831,2112000000
185,0,5536943151535,5536943151663,5536943152462,5600424524384,5600424524394,0,927,63481371922,10,63481372859,2112000000
184,0,5536943152521,5536943152641,5536943153745,5600424531725,5600424531878,0,1224,63481377980,153,63481379357,2112000000
183,0,5536943153802,5536943153920,5536943155065,5600424540316,5600424540328,0,1263,63481385251,12,63481386526,2112000000
cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ticks,wait_ticks,completion_ticks,total_ticks,ticks_hz
191,0,5601650472416,5601650476016,5601650477562,5601651820097,5601651820501,89628,5146,89628,404,95178,2112000000
191,0,5601653055275,5601653055391,5601653055477,5601659007972,5601659008015,418360,202,418360,43,418605,2112000000
191,0,5601659028200,5601659028318,5601659028334,5601659151072,5601659151100,9173,134,9173,28,9335,2112000000
191,0,5601659165588,5601659165653,5601659165677,5601659753682,5601659753709,41936,89,41936,27,42052,2112000000
191,0,5601659767381,5601659767432,5601659767455,5601659859983,5601659860008,6679,74,6679,25,6778,2112000000
182,0,5601729707176,5601729707262,5601729707404,5601731216040,5601731216089,116771,228,116771,49,117048,2112000000
32590,1,5665091006730,5665091006796,5665091006816,5665091365082,5665091365104,131532,86,131532,22,131640,2112000000
32628,1,5665091145644,5665091145681,5665091145701,5665091435523,5665091435543,153177,57,153177,20,153254,2112000000
32627,1,5665091146736,5665091146764,5665091146791,5665091447042,5665091447062,163959,55,163959,20,164034,2112000000
32616,1,5665091148789,5665091148820,5665091148842,5665091455349,5665091455388,170372,53,170372,39,170464,2112000000
32636,1,5665091150439,5665091150468,5665091150500,5665091463269,5665091463324,177402,61,177402,55,177518,2112000000
32604,1,5665091151936,5665091151967,5665091151991,5665091471486,5665091471523,184594,55,184594,37,184686,2112000000
32589,1,5665091152784,5665091152814,5665091152839,5665091479677,5665091479704,191999,55,191999,27,192081,2112000000
32619,1,5665091155114,5665091155143,5665091155167,5665091487658,5665091487691,198906,53,198906,33,198992,2112000000
32595,1,5665091047367,5665091047396,5665091047422,5665091547627,5665091547663,300515,55,300515,36,300606,2112000000
32584,1,5665091156114,5665091156145,5665091156169,5665091555975,5665091556023,266421,55,266421,48,266524,2112000000
32611,1,5665091158329,5665091158359,5665091158382,5665091564333,5665091564369,273759,53,273759,36,273848,2112000000
32594,1,5665091159349,5665091159378,5665091159402,5665091572550,5665091572578,281124,53,281124,28,281205,2112000000
32575,1,5665091161539,5665091161568,5665091161594,5665091581167,5665091581425,288940,55,288940,258,289253,2112000000
32612,1,5665091162883,5665091162914,5665091162938,5665091589335,5665091589374,296055,55,296055,39,296149,2112000000
32606,1,5665091136818,5665091136868,5665091136889,5665091597102,5665091597139,320780,71,320780,37,320888,2112000000
32599,1,5665091144446,5665091144475,5665091144501,5665091605312,5665091605344,323805,55,323805,32,323892,2112000000
32620,1,5665091059064,5665091059105,5665091059123,5665091612786,5665091612814,360127,59,360127,28,360214,2112000000
32598,1,5665091147657,5665091147687,5665091147720,5665091631025,5665091631060,347008,63,347008,35,347106,2112000000
32622,1,5665091164859,5665091164916,5665091164935,5665091640076,5665091640116,345594,76,345594,40,345710,2112000000
32597,1,5665091166006,5665091166035,5665091166067,5665091652720,5665091652758,357391,61,357391,38,357490,2112000000
32603,1,5665091167872,5665091167909,5665091167933,5665091681275,5665091681309,384959,61,384959,34,385054,2112000000
32617,1,5665091171131,5665091171162,5665091171186,5665091688828,5665091688857,390670,55,390670,29,390754,2112000000
32600,1,5665091176674,5665091176705,5665091176729,5665091696286,5665091696318,396519,55,396519,32,396606,2112000000
32579,1,5665091194319,5665091194352,5665091194372,5665091704083,5665091704122,399635,53,399635,39,399727,2112000000
32631,1,5665091200929,5665091200964,5665091200984,5665091712221,5665091712256,405635,55,405635,35,405725,2112000000
32596,1,5665091211159,5665091211196,5665091211216,5665091720203,5665091720237,410076,57,410076,34,410167,2112000000
32585,1,5665091212697,5665091212728,5665091212754,5665091727599,5665091727630,416506,57,416506,31,416594,2112000000
32632,1,5665091214814,5665091214844,5665091214869,5665091736224,5665091736256,424089,55,424089,32,424176,2112000000
32605,1,5665091221467,5665091221497,5665091221522,5665091743496,5665091743533,428830,55,428830,37,428922,2112000000
32593,1,5665091223074,5665091223102,5665091223127,5665091750799,5665091750836,435151,53,435151,37,435241,2112000000
32635,1,5665091224932,5665091224960,5665091224993,5665091758305,5665091758338,441666,61,441666,33,441760,2112000000
32577,1,5665091226751,5665091226779,5665091226806,5665091766166,5665091766207,448535,55,448535,41,448631,2112000000
32626,1,5665091228177,5665091228205,5665091228228,5665091773683,5665091773724,454896,51,454896,41,454988,2112000000
32592,1,5665091230008,5665091230038,5665091230069,5665091781020,5665091781069,461294,61,461294,49,461404,2112000000
32608,1,5665091231530,5665091231560,5665091231583,5665091789211,5665091789250,468384,53,468384,39,468476,2112000000
32602,1,5665091233061,5665091233090,5665091233116,5665091796899,5665091796930,475122,55,475122,31,475208,2112000000
32576,1,5665091236317,5665091236355,5665091236374,5665091804432,5665091804463,480659,57,480659,31,480747,2112000000
32629,1,5665091295051,5665091295083,5665091295108,5665091812450,5665091812833,475738,57,475738,383,476178,2112000000
32610,1,5665091296481,5665091296509,5665091296538,5665091820017,5665091820050,482481,57,482481,33,482571,2112000000
32638,1,5665091299373,5665091299422,5665091299440,5665091827966,5665091828011,488442,67,488442,45,488554,2112000000
32587,1,5665091300548,5665091300579,5665091300603,5665091834939,5665091834998,494544,55,494544,59,494658,2112000000
32588,1,5665091301793,5665091301822,5665091301846,5665091842195,5665091842221,500899,53,500899,26,500978,2112000000
32633,1,5665091302971,5665091303001,5665091303034,5665091850247,5665091850278,508116,63,508116,31,508210,2112000000
32615,1,5665091303928,5665091303958,5665091303985,5665091858729,5665091858762,515819,57,515819,33,515909,2112000000
32625,1,5665091305152,5665091305181,5665091305205,5665091866543,5665091866608,522805,53,522805,65,522923,2112000000
32614,1,5665091306411,5665091306440,5665091306466,5665091875288,5665091875329,530679,55,530679,41,530775,2112000000
32637,1,5665091308358,5665091308387,5665091308418,5665091883650,5665091883687,538087,60,538087,37,538184,2112000000
32582,1,5665091309122,5665091309153,5665091309183,5665091894035,5665091894072,547608,61,547608,37,547706,2112000000
32609,1,5665091169229,5665091169259,5665091169292,5665091903385,5665091903452,606235,63,606235,67,606365,2112000000
32621,1,5665091310385,5665091310414,5665091310440,5665091912481,5665091912507,565206,55,565206,26,565287,2112000000
32578,1,5665091311239,5665091311271,5665091311292,5665091921604,5665091921643,573604,53,573604,39,573696,2112000000
32639,1,5665091313647,5665091313675,5665091313700,5665091929977,5665091930032,580026,53,580026,55,580134,2112000000
